tension,latitud_y_longitud,poder de voltaje
13.2,"-65.1078584350843,-24.3856501156242",MEDIO
13.2,"-65.2650265114389,-24.2141341324442",MEDIO
13.2,"-65.2650695724898,-24.2137737874233",MEDIO
13.2,"-65.2656942766697,-24.2137600446305",MEDIO
13.2,"-65.1073693965599,-24.3852615581175",MEDIO
13.2,"-65.2652216454809,-24.2138641034406",MEDIO
13.2,"-65.1065358777443,-24.3893531710956",MEDIO
13.2,"-65.2651609470828,-24.214144967318",MEDIO
13.2,"-65.2651447007811,-24.2137350445465",MEDIO
13.2,"-65.1051298528431,-24.3890364795944",MEDIO
13.2,"-65.2657280305128,-24.21376020826",MEDIO
13.2,"-65.1050909110729,-24.3890273981076",MEDIO
13.2,"-65.265069274384,-24.2138013870646",MEDIO
13.2,"-65.1050044119704,-24.3889979919301",MEDIO
13.2,"-65.2650691134719,-24.2138162245881",MEDIO
13.2,"-65.1008957851375,-24.4070078144918",MEDIO
33.0,"-65.2652034305224,-24.2141181607244",ALTO
13.2,"-65.0966150577734,-24.4015348268052",MEDIO
13.2,"-65.2657007729762,-24.2139009585611",MEDIO
13.2,"-65.0914878261411,-24.4084576319903",MEDIO
13.2,"-65.3305731809952,-24.1993796964807",MEDIO
13.2,"-65.0909689688952,-24.4093118731721",MEDIO
13.2,"-65.3305731462694,-24.1993876662712",MEDIO
13.2,"-65.0908343068183,-24.4095276589421",MEDIO
13.2,"-65.0880454185162,-24.4141044944459",MEDIO
13.2,"-64.8674250224947,-24.2318859291082",MEDIO
13.2,"-65.0858236199509,-24.4278185004715",MEDIO
13.2,"-64.8656585507676,-24.2315746168837",MEDIO
13.2,"-65.085281447993,-24.4280678684415",MEDIO
13.2,"-64.867393842534,-24.2319923050039",MEDIO
13.2,"-65.0784769616054,-24.5546832083086",MEDIO
13.2,"-64.8644296755271,-24.2307524050497",MEDIO
13.2,"-65.077762644575,-24.541087409923",MEDIO
13.2,"-64.8674034183114,-24.2319872713611",MEDIO
13.2,"-65.2650646468342,-24.2140805795384",MEDIO
13.2,"-65.2650642240031,-24.2141002349045",MEDIO
13.2,"-65.0776441570363,-24.5388349780557",MEDIO
13.2,"-65.265065594655,-24.2140365016511",MEDIO
13.2,"-65.0775797147706,-24.538608960065",MEDIO
13.2,"-65.2650653220302,-24.2140491917943",MEDIO
13.2,"-65.075279910083,-24.5312162229636",MEDIO
13.2,"-65.2217623618607,-24.4416572096858",MEDIO
13.2,"-65.0751746254362,-24.5353099149125",MEDIO
13.2,"-65.2202426437615,-24.4453322057101",MEDIO
13.2,"-65.0745125957027,-24.5316242490055",MEDIO
13.2,"-64.8664816834704,-24.2327307969495",MEDIO
13.2,"-65.0743704268273,-24.5314650907191",MEDIO
13.2,"-64.8665971262722,-24.2326377256726",MEDIO
13.2,"-65.0452329244786,-24.4072983675983",MEDIO
13.2,"-64.7951826930754,-23.9423603571455",MEDIO
13.2,"-65.0429980236986,-24.4085790884425",MEDIO
13.2,"-64.7952246769314,-23.9423645792376",MEDIO
13.2,"-65.0415635657228,-24.4094813851812",MEDIO
13.2,"-64.7952623794188,-23.9423822667173",MEDIO
13.2,"-65.0372789780935,-24.4130683599042",MEDIO
13.2,"-64.7912685418641,-23.8138944902322",MEDIO
13.2,"-65.0327563786334,-24.4693952169601",MEDIO
13.2,"-64.7937595442838,-23.8298174385501",MEDIO
13.2,"-65.0266024987829,-24.4213246298399",MEDIO
13.2,"-64.7933259447789,-23.8334634321392",MEDIO
13.2,"-65.0166993825368,-24.5632143206632",MEDIO
13.2,"-64.7640281908514,-23.7840491427883",MEDIO
13.2,"-65.3177952117417,-24.1768901469012",MEDIO
13.2,"-65.0114826722772,-24.4384543531246",MEDIO
13.2,"-65.3174389807277,-24.1768885527472",MEDIO
13.2,"-65.0113063694202,-24.4385524538178",MEDIO
13.2,"-65.0106308803853,-24.438927002467",MEDIO
13.2,"-64.7933492344149,-23.8132334704415",MEDIO
13.2,"-65.00274740862,-24.5699531343359",MEDIO
13.2,"-64.7933737168584,-23.8132729162132",MEDIO
13.2,"-64.7906602558182,-23.8145708736325",MEDIO
13.2,"-64.7909813197872,-23.8150789327033",MEDIO
13.2,"-65.0012321719648,-24.3763906038782",MEDIO
13.2,"-64.7768124244855,-23.9101045877717",MEDIO
13.2,"-65.0018211098089,-24.3756995077727",MEDIO
13.2,"-64.7751882334363,-23.911567634812",MEDIO
13.2,"-65.001272609819,-24.3771401477542",MEDIO
13.2,"-64.7821919231815,-23.9125801768877",MEDIO
13.2,"-65.0015158930533,-24.3769116066325",MEDIO
13.2,"-64.7808720736673,-23.9164605229142",MEDIO
13.2,"-65.0010975044645,-24.3768455678819",MEDIO
13.2,"-64.7791528675574,-23.9224907122397",MEDIO
13.2,"-64.9969319658831,-24.3638638239126",MEDIO
13.2,"-64.7796443593474,-23.9203506121295",MEDIO
13.2,"-64.9861591919086,-24.3917419005375",MEDIO
13.2,"-64.7787045852239,-23.9242113799958",MEDIO
13.2,"-64.985827553317,-24.3925339892638",MEDIO
13.2,"-64.7959215996598,-23.9264867387827",MEDIO
13.2,"-64.9858256048067,-24.3927777053364",MEDIO
13.2,"-64.7959547727474,-23.9239683496052",MEDIO
13.2,"-64.9858263396255,-24.3924391965862",MEDIO
13.2,"-64.796459868174,-23.919589493118",MEDIO
13.2,"-64.9856568027236,-24.3929299980038",MEDIO
13.2,"-64.7850554670887,-23.9295743388549",MEDIO
13.2,"-64.9790207600009,-24.5594849794631",MEDIO
13.2,"-64.7849966298792,-23.9295648462243",MEDIO
13.2,"-64.7781137199732,-23.9283502481969",MEDIO
13.2,"-64.9691331504982,-24.5446016964544",MEDIO
13.2,"-64.7781219583954,-23.9283096905325",MEDIO
13.2,"-64.968150152609,-24.5488998367678",MEDIO
13.2,"-64.7778876513397,-23.9106276997534",MEDIO
13.2,"-64.9478015850886,-24.5409721641328",MEDIO
13.2,"-64.7768368864653,-23.9101138097767",MEDIO
13.2,"-65.1224126048757,-24.3772927567164",MEDIO
13.2,"-64.9466655726615,-24.5461310006856",MEDIO
13.2,"-65.188282236407,-24.2599639981842",MEDIO
13.2,"-64.8878438032868,-24.2560185849329",MEDIO
13.2,"-64.8860964402721,-24.2549631526509",MEDIO
13.2,"-64.8603260037672,-24.2248311459734",MEDIO
13.2,"-65.2147964569079,-24.2585763838328",MEDIO
13.2,"-64.868421772326,-24.2441670476541",MEDIO
13.2,"-65.2882057857198,-24.2075126820002",MEDIO
13.2,"-64.8680051931165,-24.2431799829715",MEDIO
13.2,"-65.2882154909012,-24.2075298781221",MEDIO
13.2,"-64.8565620858377,-24.2126205968617",MEDIO
7.6,"-65.2880682010053,-24.2073783295811",MEDIO
7.6,"-64.8382026398284,-23.9116196069059",MEDIO
13.2,"-65.4112832377406,-24.0492219842703",MEDIO
13.2,"-64.8244544136058,-23.8838895205581",MEDIO
13.2,"-65.4112537417191,-24.049221631592",MEDIO
13.2,"-64.8241280185116,-23.8812606583592",MEDIO
13.2,"-65.4110361553991,-24.0492200182441",MEDIO
13.2,"-64.8061680970974,-24.3194472996062",MEDIO
13.2,"-65.4110055121038,-24.0492203057248",MEDIO
13.2,"-64.8051416249849,-24.3150340507049",MEDIO
13.2,"-65.4113393270352,-24.0492222728365",MEDIO
13.2,"-64.8028535729275,-24.304201683619",MEDIO
13.2,"-65.411308208415,-24.0492221281418",MEDIO
13.2,"-65.4111432448673,-24.0492213501704",MEDIO
13.2,"-64.8049595075263,-23.9461164291147",MEDIO
13.2,"-65.3971435297781,-23.5717853332251",MEDIO
13.2,"-64.8027195282571,-24.0553894558436",MEDIO
13.2,"-65.3314196786685,-24.1976442685521",MEDIO
13.2,"-64.7975357620716,-23.8033448998763",MEDIO
13.2,"-64.8016805895139,-23.9390946835544",MEDIO
13.2,"-64.7852768381631,-23.8208563289266",MEDIO
13.2,"-64.8011572418018,-23.9389887580621",MEDIO
13.2,"-64.712195448027,-24.273991974698",MEDIO
13.2,"-64.8007342726148,-23.9336123501615",MEDIO
13.2,"-64.7120482085139,-24.2739455930913",MEDIO
13.2,"-64.7120988632534,-24.2740001832534",MEDIO
13.2,"-64.8002925867683,-23.9485141743101",MEDIO
13.2,"-64.7119502005899,-24.2738996285106",MEDIO
13.2,"-64.8067958988164,-24.3221513065265",MEDIO
13.2,"-64.7121615774551,-24.2739330133473",MEDIO
13.2,"-64.8026675081173,-24.0552762367133",MEDIO
13.2,"-64.7119303259704,-24.2739175137658",MEDIO
13.2,"-64.8009971278869,-24.0486162517253",MEDIO
13.2,"-64.7121809515633,-24.2739647713927",MEDIO
13.2,"-64.8006689952506,-23.9389378534184",MEDIO
13.2,"-64.7120793526549,-24.2739819642883",MEDIO
13.2,"-64.7995330919465,-23.9334369187356",MEDIO
13.2,"-64.7121865700183,-24.2740911946282",MEDIO
13.2,"-65.3090958695697,-24.184525355296",MEDIO
13.2,"-64.800046019056,-23.820247497446",MEDIO
13.2,"-64.8688669953132,-24.2332823694954",MEDIO
13.2,"-64.8026295050069,-24.0551360516935",MEDIO
13.2,"-65.2961292462442,-24.2092772393668",MEDIO
13.2,"-65.302920799484,-24.1908592137811",MEDIO
13.2,"-64.799384637689,-23.8187727334996",MEDIO
13.2,"-65.2980563321354,-24.2093917813754",MEDIO
13.2,"-64.7986269869461,-23.8171516884099",MEDIO
13.2,"-65.2961375076253,-24.2093027084359",MEDIO
13.2,"-64.7977471142873,-23.815027449602",MEDIO
13.2,"-65.298144311224,-24.2095301026192",MEDIO
13.2,"-64.7971278371999,-23.813559310687",MEDIO
13.2,"-65.2986870077258,-24.2096698119669",MEDIO
13.2,"-64.7962958310501,-23.8116528072696",MEDIO
13.2,"-65.2962428637661,-24.2092609397765",MEDIO
13.2,"-65.2961378106578,-24.2093077519588",MEDIO
13.2,"-64.8016016938248,-23.9394930074846",MEDIO
13.2,"-65.2964096143072,-24.2101671970516",MEDIO
13.2,"-64.8005397605422,-23.9468383238496",MEDIO
13.2,"-65.2968963637028,-24.2099649537114",MEDIO
13.2,"-65.2967713649425,-24.2099537688384",MEDIO
13.2,"-65.2972792349518,-24.2101185646328",MEDIO
13.2,"-65.2973099933608,-24.2101679667577",MEDIO
13.2,"-65.2971744059119,-24.2099450003081",MEDIO
13.2,"-65.2971662594924,-24.2099297532947",MEDIO
13.2,"-64.7958832781091,-23.9405534382957",MEDIO
13.2,"-65.2971498088049,-24.2098989660321",MEDIO
13.2,"-64.7962243391246,-23.8114513367667",MEDIO
13.2,"-65.2971579201517,-24.2099141460775",MEDIO
13.2,"-64.7959191711655,-23.8071184272308",MEDIO
13.2,"-65.2967300264291,-24.2098783099783",MEDIO
13.2,"-64.7949317496166,-23.8083893795099",MEDIO
13.2,"-65.2963675312044,-24.2100525866628",MEDIO
13.2,"-64.7939804821804,-23.8137162138532",MEDIO
13.2,"-65.2984447772599,-24.209655275587",MEDIO
13.2,"-64.7940499552758,-23.8180769533228",MEDIO
13.2,"-65.2980645717745,-24.209408353177",MEDIO
13.2,"-64.7935628918987,-23.8054912931123",MEDIO
13.2,"-65.2974288410533,-24.2098371883204",MEDIO
13.2,"-64.7932667203502,-23.8168508551137",MEDIO
13.2,"-65.2981229303021,-24.2094843108162",MEDIO
13.2,"-64.7931925211802,-23.7957068601163",MEDIO
13.2,"-65.2985640684979,-24.2097324959166",MEDIO
13.2,"-64.7931760768385,-23.7956548429246",MEDIO
13.2,"-65.2981624652228,-24.2094763831402",MEDIO
13.2,"-64.8028266631844,-23.9327468344495",MEDIO
13.2,"-65.2980402016635,-24.2093675590176",MEDIO
13.2,"-64.7972765049668,-23.8104233302656",MEDIO
13.2,"-65.2985048103177,-24.209690986859",MEDIO
13.2,"-65.297295377681,-24.210144490703",MEDIO
13.2,"-64.7962713879382,-23.8079328828923",MEDIO
13.2,"-65.2985399372781,-24.209671577772",MEDIO
13.2,"-65.298608682124,-24.2096390640823",MEDIO
13.2,"-64.7907371471121,-23.8181571775768",MEDIO
13.2,"-65.2129107686492,-24.2512020562188",MEDIO
13.2,"-64.7904279865225,-23.8030330152791",MEDIO
13.2,"-65.2128410190345,-24.2512341906693",MEDIO
13.2,"-64.7902583265014,-23.8026355871549",MEDIO
13.2,"-65.3501454086725,-24.2376381693899",MEDIO
13.2,"-64.7976742636702,-23.811257160042",MEDIO
13.2,"-65.3500539037422,-24.237660502291",MEDIO
13.2,"-65.348090835443,-24.2381284735519",MEDIO
13.2,"-64.7975085796718,-23.8109769505089",MEDIO
13.2,"-65.3500503425113,-24.2376290738022",MEDIO
33.0,"-64.7963801363987,-23.8225560340116",ALTO
13.2,"-65.3480649416289,-24.2381445549659",MEDIO
13.2,"-64.7949139926468,-23.9714947548128",MEDIO
13.2,"-64.7955859655927,-23.8016378376562",MEDIO
13.2,"-65.3516815036574,-24.2371575362386",MEDIO
13.2,"-64.7956944042789,-23.8065888651757",MEDIO
13.2,"-65.3516791408492,-24.2371320657422",MEDIO
13.2,"-64.7932256078631,-23.7957901001675",MEDIO
33.0,"-65.3501742781835,-24.2376308805789",ALTO
13.2,"-64.7913914154932,-23.8178275918662",MEDIO
13.2,"-65.3525823212746,-24.2355175955086",MEDIO
13.2,"-65.351780246133,-24.2370634343781",MEDIO
13.2,"-64.7900406977565,-23.8027130131333",MEDIO
13.2,"-65.3517651632995,-24.237087562883",MEDIO
13.2,"-64.7892801388695,-23.8029445633449",MEDIO
13.2,"-64.7896470019282,-23.8140227081153",MEDIO
33.0,"-65.3480434530184,-24.2381459015109",ALTO
13.2,"-64.7892547710807,-23.8142282381597",MEDIO
13.2,"-65.2303410312396,-24.2331366470627",MEDIO
13.2,"-64.7889979114304,-23.7999524858577",MEDIO
13.2,"-65.0409545821345,-24.4726661256263",MEDIO
13.2,"-64.7983783874832,-23.8164856952302",MEDIO
13.2,"-65.0409379531197,-24.4726479673307",MEDIO
13.2,"-64.7955530185049,-23.9424159010205",MEDIO
13.2,"-64.8688665417474,-24.2333268956202",MEDIO
13.2,"-64.8689006608679,-24.2332737125146",MEDIO
13.2,"-64.795555655624,-23.8205982102749",MEDIO
13.2,"-64.8689334285322,-24.2332652871726",MEDIO
13.2,"-64.7925090325543,-23.9837544402112",MEDIO
13.2,"-65.295882213212,-24.2093829302346",MEDIO
13.2,"-64.7888036405,-23.8144878064409",MEDIO
13.2,"-65.3936692890506,-24.1418890942765",MEDIO
13.2,"-64.7884040954285,-23.8047022743952",MEDIO
13.2,"-65.3936403138218,-24.1418673724374",MEDIO
13.2,"-64.7874280434685,-23.8152053582907",MEDIO
13.2,"-65.3063950367197,-24.1907213187875",MEDIO
13.2,"-64.7868977590285,-23.803157871616",MEDIO
13.2,"-65.2144902281799,-24.2574016223357",MEDIO
13.2,"-64.786431520565,-23.8212085575294",MEDIO
13.2,"-65.2144861699527,-24.2574506888242",MEDIO
13.2,"-64.7863571788065,-23.8008774438911",MEDIO
13.2,"-65.2652201037265,-24.2130605367582",MEDIO
33.0,"-64.7961951802064,-23.8108168311871",ALTO
13.2,"-64.8601103010469,-24.2248807635137",MEDIO
33.0,"-64.7900557979408,-23.8021352480091",ALTO
13.2,"-65.2148012687879,-24.258694346356",MEDIO
13.2,"-65.2954173126842,-24.2095533331648",MEDIO
13.2,"-64.7869053075036,-23.8128053169568",MEDIO
13.2,"-65.2953963587535,-24.2095446535491",MEDIO
13.2,"-64.7851298052966,-23.9410965353349",MEDIO
13.2,"-64.795262592261,-23.9427029106301",MEDIO
13.2,"-64.7862038640903,-23.8212067347514",MEDIO
13.2,"-64.7952913082932,-23.9427031900377",MEDIO
13.2,"-64.7859886561785,-23.8010308471561",MEDIO
13.2,"-64.7952228625861,-23.9427026531534",MEDIO
13.2,"-64.795508084842,-23.9427158359366",MEDIO
13.2,"-64.785862906925,-23.7997125861192",MEDIO
13.2,"-64.7955475571502,-23.9424967689367",MEDIO
13.2,"-64.7857844284842,-23.8211447081732",MEDIO
13.2,"-64.7951821876225,-23.9427023340868",MEDIO
13.2,"-64.7938121356168,-23.9713462087957",MEDIO
13.2,"-64.7937116636465,-23.8298023264183",MEDIO
13.2,"-64.7923068233034,-23.8152169665699",MEDIO
13.2,"-64.7888710654278,-23.82993073561",MEDIO
33.0,"-64.7936195304632,-23.8298312020697",ALTO
13.2,"-64.7903638219283,-23.8091105046034",MEDIO
33.0,"-64.7934861022304,-23.8299391988512",ALTO
13.2,"-64.7878504744998,-23.8033724295269",MEDIO
13.2,"-65.4026552883055,-24.1297445294572",MEDIO
13.2,"-64.7864805850074,-23.8212089500341",MEDIO
13.2,"-65.2992511327296,-24.1930110266161",MEDIO
13.2,"-64.7857481207833,-23.8211444177203",MEDIO
13.2,"-65.2992308542515,-24.1930132981536",MEDIO
13.2,"-64.7836399653015,-23.799246199125",MEDIO
13.2,"-65.2987975559072,-24.1898121851345",MEDIO
13.2,"-64.7830575463541,-23.7978475365486",MEDIO
33.0,"-65.3371725066781,-24.1840236218624",ALTO
13.2,"-64.7827642024335,-23.8049276211531",MEDIO
33.0,"-65.3366475869625,-24.1833816868832",ALTO
13.2,"-64.7774157040089,-24.3092482070199",MEDIO
13.2,"-65.3366915027637,-24.1835278788983",MEDIO
13.2,"-64.7911081171595,-23.8179696507973",MEDIO
33.0,"-65.5934980787728,-22.1066390389688",ALTO
13.2,"-64.7902328825211,-23.8158358646605",MEDIO
33.0,"-65.5934981563998,-22.1066119471448",ALTO
13.2,"-64.7864411973593,-23.8210145846316",MEDIO
33.0,"-65.5937456140971,-22.1067573577413",ALTO
13.2,"-64.7856459947373,-23.8134833490477",MEDIO
33.0,"-65.5934983892798,-22.1065306716723",ALTO
13.2,"-64.7853000579928,-23.7970424675697",MEDIO
33.0,"-65.5938195013096,-22.1067574701072",ALTO
13.2,"-64.7840879474276,-23.8017255337126",MEDIO
13.2,"-65.3929170116808,-23.585585399174",MEDIO
13.2,"-64.7784598552762,-23.7779163022581",MEDIO
33.0,"-65.3929173444696,-23.5855411656105",ALTO
13.2,"-64.779100371258,-23.8009228626085",MEDIO
13.2,"-65.392917904971,-23.5854421054685",MEDIO
13.2,"-64.7710359642671,-23.7759250073337",MEDIO
13.2,"-65.46531317932,-23.9156339520691",MEDIO
13.2,"-64.6872858560835,-23.719603455615",MEDIO
13.2,"-65.4653132874603,-23.9156076749705",MEDIO
13.2,"-64.6865872717893,-23.7222112588578",MEDIO
13.2,"-65.4653146743196,-23.9155670472911",MEDIO
13.2,"-64.6781909978942,-24.3246108031695",MEDIO
13.2,"-64.7935732032966,-23.8300309461396",MEDIO
13.2,"-64.793593755075,-23.830154628731",MEDIO
13.2,"-64.7879269589094,-23.8036290179568",MEDIO
13.2,"-64.793405535319,-23.8332610626034",MEDIO
33.0,"-64.7867956884814,-23.8208865495312",ALTO
13.2,"-64.793443984907,-23.8331754781164",MEDIO
13.2,"-64.7865594340731,-23.802414307689",MEDIO
33.0,"-65.2944796419145,-24.1892905062713",ALTO
33.0,"-65.265700410746,-24.2139509327114",ALTO
13.2,"-64.7854397370389,-23.8041196581771",MEDIO
13.2,"-65.2656221250405,-24.2139545754053",MEDIO
33.0,"-64.7852890561777,-23.8105563612172",ALTO
13.2,"-65.2988029192397,-24.1892432575366",MEDIO
33.0,"-64.682728675836,-24.3814299090792",ALTO
13.2,"-65.2850031351844,-24.2155234740893",MEDIO
13.2,"-64.6495555641424,-24.3368653180038",MEDIO
13.2,"-65.2850026718977,-24.2155837245233",MEDIO
13.2,"-64.6721090159555,-24.3359276384243",MEDIO
33.0,"-65.2826365683018,-24.1984801550315",ALTO
13.2,"-65.1270614082384,-24.3797389116916",MEDIO
33.0,"-65.1304293619122,-24.3806083258564",ALTO
13.2,"-65.0411639449553,-24.4727622479436",MEDIO
13.2,"-65.1242539676918,-24.3815777536114",MEDIO
13.2,"-65.2652560131015,-24.2138023909209",MEDIO
13.2,"-65.1269982662336,-24.382355649193",MEDIO
13.2,"-65.2717667173675,-24.2193996457703",MEDIO
33.0,"-65.2523408670209,-24.3885306952329",ALTO
13.2,"-65.2766934290878,-24.2177607242022",MEDIO
33.0,"-65.1965586867043,-24.3821226779109",ALTO
13.2,"-65.277285995519,-24.2161366292708",MEDIO
13.2,"-64.6828573178393,-24.3804954477502",MEDIO
13.2,"-65.2712327511626,-24.2197567542941",MEDIO
13.2,"-65.4649185529979,-23.9155096190918",MEDIO
13.2,"-64.6822392705264,-24.3830900289834",MEDIO
13.2,"-65.2115199737733,-24.259337594685",MEDIO
13.2,"-64.6777766880352,-24.3918531210113",MEDIO
13.2,"-65.2969038560001,-24.2095674260418",MEDIO
13.2,"-64.6761635905631,-24.3950512897981",MEDIO
13.2,"-65.2971388824385,-24.2098327878065",MEDIO
13.2,"-64.6717361853813,-24.4156480498995",MEDIO
13.2,"-65.2971398121276,-24.2098802563776",MEDIO
13.2,"-64.6717790302772,-24.4261433423399",MEDIO
13.2,"-64.7914966916671,-23.813995155027",MEDIO
13.2,"-64.6723667557042,-24.426872772188",MEDIO
13.2,"-64.7906395430081,-23.8104220129729",MEDIO
13.2,"-64.6750866157219,-24.4277966009018",MEDIO
13.2,"-65.2653276552307,-24.2140310013116",MEDIO
13.2,"-64.6792420718408,-24.4308970241254",MEDIO
13.2,"-65.2653883940439,-24.2140772545474",MEDIO
13.2,"-64.7813702828287,-23.9638789577554",MEDIO
13.2,"-65.2669624684818,-24.2132546340725",MEDIO
13.2,"-64.7814525907022,-23.8027124783971",MEDIO
13.2,"-65.2669581981643,-24.213236973279",MEDIO
13.2,"-64.7805567024685,-23.8007668063106",MEDIO
13.2,"-65.2115333303483,-24.2593638138357",MEDIO
13.2,"-64.7786471550286,-23.7773468849934",MEDIO
13.2,"-65.3297053776569,-24.1629343307234",MEDIO
13.2,"-64.77847046406,-23.7773987559767",MEDIO
13.2,"-65.329695921268,-24.1629004600942",MEDIO
13.2,"-64.7792759955512,-23.7992731571014",MEDIO
33.0,"-65.3286859172095,-24.1645198424627",ALTO
13.2,"-64.7782062057406,-23.8012274489707",MEDIO
13.2,"-64.7777713540013,-23.8002939494024",MEDIO
13.2,"-65.3111329954968,-24.1827671021384",MEDIO
13.2,"-64.7723544125218,-23.7766487944644",MEDIO
13.2,"-65.3111182338872,-24.1827670354387",MEDIO
33.0,"-64.7708951900541,-23.7763431566779",ALTO
13.2,"-64.7717920619151,-23.7728214954456",MEDIO
13.2,"-65.3063623337079,-24.1898539060002",MEDIO
13.2,"-64.6944095523794,-24.2753432162541",MEDIO
13.2,"-65.306460063122,-24.188140297045",MEDIO
13.2,"-64.7849940609127,-23.8126705610096",MEDIO
33.0,"-65.3064452032811,-24.1881582854563",ALTO
13.2,"-64.7719954732793,-23.7720642967323",MEDIO
33.0,"-65.306460136341,-24.188126755362",ALTO
13.2,"-64.5887747515342,-24.077036326382",MEDIO
33.0,"-64.591677716736,-23.7450043195314",ALTO
13.2,"-65.2815441673755,-24.1771081384279",MEDIO
33.0,"-64.570368273989,-24.0454208125913",ALTO
13.2,"-65.2815186391202,-24.1770933759753",MEDIO
33.0,"-64.7791564414351,-23.7993166328504",ALTO
13.2,"-65.2810488463265,-24.1771588921332",MEDIO
13.2,"-64.7778619533587,-23.8002585678821",MEDIO
13.2,"-65.2657650545394,-24.2138871891092",MEDIO
13.2,"-64.6554852290848,-24.3251867286157",MEDIO
13.2,"-65.2880698791148,-24.2073732789184",MEDIO
13.2,"-65.2858996773379,-24.2052328562138",MEDIO
13.2,"-64.7855162516611,-23.8121674891436",MEDIO
13.2,"-65.3067093542131,-24.1861475604948",MEDIO
13.2,"-64.7796056869933,-23.8007345916586",MEDIO
13.2,"-65.3066945922283,-24.186147493358",MEDIO
13.2,"-64.6846427492929,-23.7292052607379",MEDIO
13.2,"-65.2915567645202,-24.1890454088466",MEDIO
13.2,"-64.5983273331509,-23.7402474946767",MEDIO
33.0,"-65.2916223326407,-24.189628183708",ALTO
13.2,"-64.7850688291218,-23.8130057910863",MEDIO
13.2,"-65.1817086468729,-24.2329765158756",MEDIO
13.2,"-65.2671589228162,-24.1833581794675",MEDIO
13.2,"-65.2671589743833,-24.1833491517506",MEDIO
13.2,"-65.2613522763031,-24.1907263890631",MEDIO
13.2,"-65.2613523282967,-24.1907173613667",MEDIO
13.2,"-65.2613523282967,-24.1907173613667",MEDIO
13.2,"-65.2594248086435,-24.1881387730142",MEDIO
13.2,"-65.2594982824381,-24.188236623054",MEDIO
13.2,"-65.260103701697,-24.1890423366832",MEDIO
13.2,"-65.2604057268704,-24.1894438473771",MEDIO
13.2,"-65.2607395839827,-24.1898907112203",MEDIO
13.2,"-65.2610413915701,-24.1902963342034",MEDIO
13.2,"-65.2651047022287,-24.1845677533893",MEDIO
13.2,"-65.2578918592408,-24.1910616024177",MEDIO
13.2,"-65.2578919114788,-24.1910525747288",MEDIO
13.2,"-65.2578919114788,-24.1910525747288",MEDIO
13.2,"-65.2569765368507,-24.1898048469824",MEDIO
13.2,"-65.2594248086435,-24.1881387730142",MEDIO
13.2,"-65.2569049528837,-24.189703549478",MEDIO
13.2,"-65.25986615744,-24.1887265444325",MEDIO
13.2,"-65.2600191590037,-24.1889307526633",MEDIO
13.2,"-65.2600191590037,-24.1889307526633",MEDIO
13.2,"-65.2598161980558,-24.189101029501",MEDIO
13.2,"-65.2598162501536,-24.1890920018058",MEDIO
13.2,"-65.2598162501536,-24.1890920018058",MEDIO
13.2,"-65.2600191590037,-24.1889307526633",MEDIO
7.6,"-65.3515040321611,-23.4191699189367",MEDIO
7.6,"-65.3515040321611,-23.4191699189367",MEDIO
7.6,"-65.3530682083172,-23.4193224037252",MEDIO
13.2,"-65.3530682083172,-23.4193224037252",MEDIO
13.2,"-65.3493699616478,-23.3986828338063",MEDIO
7.6,"-65.3517421529515,-23.4161309263806",MEDIO
13.2,"-66.4407412869697,-22.7727310453982",MEDIO
13.2,"-66.4357271728622,-22.7530783786999",MEDIO
13.2,"-66.4396033553438,-22.7691127261385",MEDIO
13.2,"-66.4397596011446,-22.7603319175697",MEDIO
13.2,"-66.4396034376472,-22.7691242386403",MEDIO
13.2,"-66.4403322145689,-22.7714003162289",MEDIO
13.2,"-65.5984055524033,-22.1167699892885",MEDIO
13.2,"-65.5033478515737,-23.8230703734684",MEDIO
13.2,"-64.8039659980876,-23.8344587077931",MEDIO
13.2,"-64.8039659980876,-23.8344587077931",MEDIO
13.2,"-64.8007151656508,-23.826839744205",MEDIO
13.2,"-64.8002058919025,-23.8256291403818",MEDIO
13.2,"-64.8020161035141,-23.8301122519117",MEDIO
13.2,"-64.8019967102359,-23.8300675917112",MEDIO
13.2,"-64.8038386355013,-23.8341896429556",MEDIO
13.2,"-64.8038382438608,-23.8342022539909",MEDIO
7.6,"-65.3106119422795,-23.2469963244931",MEDIO
7.6,"-65.3106119422795,-23.2469963244931",MEDIO
7.6,"-65.3117533418649,-23.2442572943044",MEDIO
13.2,"-65.228369013703,-24.252692794358",MEDIO
13.2,"-65.228369013703,-24.252692794358",MEDIO
13.2,"-65.227720208116,-24.2528523285885",MEDIO
13.2,"-65.227720208116,-24.2528523285885",MEDIO
13.2,"-65.2275468788641,-24.2529069991446",MEDIO
13.2,"-65.2275468788641,-24.2529069991446",MEDIO
13.2,"-65.2275468788641,-24.2529069991446",MEDIO
13.2,"-65.288007205597,-24.2123949741967",MEDIO
13.2,"-65.288007255765,-24.2123859464726",MEDIO
13.2,"-66.439603473591,-22.7691317855381",MEDIO
13.2,"-66.4396034376472,-22.7691242386403",MEDIO
13.2,"-65.6070588478881,-22.1134954028337",MEDIO
13.2,"-65.607114776354,-22.1129971588181",MEDIO
13.2,"-65.1208337840895,-24.4515549167602",MEDIO
13.2,"-65.120833846728,-24.4515458896879",MEDIO
13.2,"-65.120833846728,-24.4515458896879",MEDIO
13.2,"-65.2535252387333,-24.2025253321606",MEDIO
